record_id,gene_symbol,aliases,ensembl_gene_id,scope_kind,source_scope,source_record_key,driver_role,decision,tissue_frequency_percent,pancancer_frequency_percent,pmid,doi,source_locator,identifier_release,upstream_repository,upstream_ref,source_file_sha256
bailey2018-s1-0189,DNMT3A,,ENSG00000119772,source_cancer_code,LAML,DNMT3A_LAML,tsg,official,12.23,2.06,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0190,EEF1A1,,ENSG00000156508,pan_cancer,PANCAN,EEF1A1_PANCAN,possible oncogene,official,,1.12,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0191,EEF1A1,,ENSG00000156508,source_cancer_code,LIHC,EEF1A1_LIHC,oncogene,official,2.82,1.12,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0192,EEF2,,ENSG00000167658,source_cancer_code,PAAD,EEF2_PAAD,tsg,official,1.94,1.07,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0193,EGFR,,ENSG00000146648,pan_cancer,PANCAN,EGFR_PANCAN,oncogene,official,,3.78,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0194,EGFR,,ENSG00000146648,source_cancer_code,GBM,EGFR_GBM,oncogene,official,23.15,3.78,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0195,EGFR,,ENSG00000146648,source_cancer_code,LUAD,EGFR_LUAD,oncogene,official,13.92,3.78,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0196,EGFR,,ENSG00000146648,source_cancer_code,LGG,EGFR_LGG,oncogene,official,6.86,3.78,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0197,EGR3,,ENSG00000179388,pan_cancer,PANCAN,EGR3_PANCAN,,rescued,,0.61,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0198,EIF1AX,,ENSG00000173674,pan_cancer,PANCAN,EIF1AX_PANCAN,possible oncogene,official,,0.62,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0199,EIF1AX,,ENSG00000173674,source_cancer_code,THCA,EIF1AX_THCA,oncogene,official,1.42,0.62,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0200,EIF1AX,,ENSG00000173674,source_cancer_code,UVM,EIF1AX_UVM,oncogene,official,12.50,0.62,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0201,ELF3,,ENSG00000163435,pan_cancer,PANCAN,ELF3_PANCAN,possible tsg,official,,1.33,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0202,ELF3,,ENSG00000163435,source_cancer_code,BLCA,ELF3_BLCA,possible tsg,official,13.99,1.33,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0203,EP300,,ENSG00000100393,source_cancer_code,UCEC,EP300_UCEC,tsg,official,9.09,3.30,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0204,EP300,,ENSG00000100393,source_cancer_code,LUSC,EP300_LUSC,oncogene,official,3.66,3.30,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0205,EP300,,ENSG00000100393,pan_cancer,PANCAN,EP300_PANCAN,tsg,official,,3.30,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0206,EP300,,ENSG00000100393,source_cancer_code,BLCA,EP300_BLCA,tsg,official,13.73,3.30,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0207,EP300,,ENSG00000100393,source_cancer_code,HNSC,EP300_HNSC,possible tsg,official,7.37,3.30,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0208,EP300,,ENSG00000100393,source_cancer_code,CESC,EP300_CESC,tsg,official,10.95,3.30,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0209,EPAS1,,ENSG00000116016,source_cancer_code,PCPG,EPAS1_PCPG,oncogene,official,4.47,1.33,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0210,EPHA2,,ENSG00000142627,source_cancer_code,CHOL,EPHA2_CHOL,tsg,official,11.76,1.58,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0211,EPHA2,,ENSG00000142627,pan_cancer,PANCAN,EPHA2_PANCAN,tsg,official,,1.58,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0212,EPHA2,,ENSG00000142627,source_cancer_code,HNSC,EPHA2_HNSC,tsg,official,4.78,1.58,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0213,EPHA3,,ENSG00000044524,pan_cancer,PANCAN,EPHA3_PANCAN,,rescued,,3.61,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0214,ERBB2,,ENSG00000141736,source_cancer_code,ESCA,ERBB2_ESCA,possible oncogene,official,4.65,2.28,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0215,ERBB2,,ENSG00000141736,source_cancer_code,STAD,ERBB2_STAD,oncogene,official,4.20,2.28,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0216,ERBB2,,ENSG00000141736,source_cancer_code,UCEC,ERBB2_UCEC,oncogene,official,4.55,2.28,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0217,ERBB2,,ENSG00000141736,source_cancer_code,CESC,ERBB2_CESC,oncogene,official,5.11,2.28,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0218,ERBB2,,ENSG00000141736,source_cancer_code,BLCA,ERBB2_BLCA,oncogene,official,12.95,2.28,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0219,ERBB2,,ENSG00000141736,pan_cancer,PANCAN,ERBB2_PANCAN,oncogene,official,,2.28,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0220,ERBB2,,ENSG00000141736,source_cancer_code,BRCA,ERBB2_BRCA,oncogene,official,2.57,2.28,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0221,ERBB3,,ENSG00000065361,source_cancer_code,CESC,ERBB3_CESC,oncogene,official,5.11,2.57,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0222,ERBB3,,ENSG00000065361,source_cancer_code,BLCA,ERBB3_BLCA,oncogene,official,11.92,2.57,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0223,ERBB3,,ENSG00000065361,pan_cancer,PANCAN,ERBB3_PANCAN,possible oncogene,official,,2.57,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0224,ERBB3,,ENSG00000065361,source_cancer_code,UCEC,ERBB3_UCEC,oncogene,official,7.83,2.57,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0225,ERBB4,,ENSG00000178568,source_cancer_code,STAD,ERBB4_STAD,oncogene,official,9.80,3.86,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0226,ERCC2,,ENSG00000104884,pan_cancer,PANCAN,ERCC2_PANCAN,possible oncogene,official,,1.13,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0227,ERCC2,,ENSG00000104884,source_cancer_code,BLCA,ERCC2_BLCA,oncogene,official,9.33,1.13,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0228,ESR1,,ENSG00000091831,pan_cancer,PANCAN,ESR1_PANCAN,,rescued,,1.12,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0229,EZH2,,ENSG00000106462,source_cancer_code,LAML,EZH2_LAML,,rescued,0.00,0.82,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0230,FAM46D,TENT5D,ENSG00000174016,source_cancer_code,STAD,FAM46D_STAD,oncogene,official,1.96,1.10,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0231,FAT1,,ENSG00000083857,source_cancer_code,CESC,FAT1_CESC,possible tsg,official,8.03,6.22,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0232,FAT1,,ENSG00000083857,source_cancer_code,UCEC,FAT1_UCEC,tsg,official,15.15,6.22,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0233,FAT1,,ENSG00000083857,source_cancer_code,BLCA,FAT1_BLCA,tsg,official,11.66,6.22,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0234,FAT1,,ENSG00000083857,pan_cancer,PANCAN,FAT1_PANCAN,tsg,official,,6.22,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0235,FAT1,,ENSG00000083857,source_cancer_code,LUSC,FAT1_LUSC,tsg,official,15.52,6.22,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0236,FAT1,,ENSG00000083857,source_cancer_code,HNSC,FAT1_HNSC,tsg,official,24.10,6.22,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0237,FBXW7,,ENSG00000109670,source_cancer_code,BRCA,FBXW7_BRCA,possible oncogene,official,1.80,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0238,FBXW7,,ENSG00000109670,source_cancer_code,ESCA,FBXW7_ESCA,tsg,official,5.23,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0239,FBXW7,,ENSG00000109670,source_cancer_code,STAD,FBXW7_STAD,tsg,official,3.08,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0240,FBXW7,,ENSG00000109670,source_cancer_code,LUSC,FBXW7_LUSC,possible tsg,official,5.60,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0241,FBXW7,,ENSG00000109670,source_cancer_code,UCEC,FBXW7_UCEC,possible oncogene,official,16.41,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0242,FBXW7,,ENSG00000109670,source_cancer_code,BLCA,FBXW7_BLCA,tsg,official,9.07,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0243,FBXW7,,ENSG00000109670,source_cancer_code,COADREAD,FBXW7_COADREAD,tsg,official,12.03,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0244,FBXW7,,ENSG00000109670,pan_cancer,PANCAN,FBXW7_PANCAN,tsg,official,,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0245,FBXW7,,ENSG00000109670,source_cancer_code,CESC,FBXW7_CESC,possible tsg,official,11.31,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0246,FBXW7,,ENSG00000109670,source_cancer_code,UCS,FBXW7_UCS,oncogene,official,38.18,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0247,FBXW7,,ENSG00000109670,source_cancer_code,HNSC,FBXW7_HNSC,possible tsg,official,7.57,3.77,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0248,FGFR1,,ENSG00000077782,pan_cancer,PANCAN,FGFR1_PANCAN,,rescued,,1.15,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0249,FGFR2,,ENSG00000066468,source_cancer_code,LUSC,FGFR2_LUSC,oncogene,official,3.02,1.94,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0250,FGFR2,,ENSG00000066468,pan_cancer,PANCAN,FGFR2_PANCAN,oncogene,official,,1.94,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0251,FGFR2,,ENSG00000066468,source_cancer_code,UCEC,FGFR2_UCEC,oncogene,official,12.12,1.94,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0252,FGFR3,,ENSG00000068078,pan_cancer,PANCAN,FGFR3_PANCAN,oncogene,official,,1.53,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0253,FGFR3,,ENSG00000068078,source_cancer_code,HNSC,FGFR3_HNSC,oncogene,official,1.79,1.53,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0254,FGFR3,,ENSG00000068078,source_cancer_code,BLCA,FGFR3_BLCA,oncogene,official,15.28,1.53,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0255,FLNA,,ENSG00000196924,source_cancer_code,HNSC,FLNA_HNSC,tsg,official,3.59,3.24,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0256,FLT3,,ENSG00000122025,source_cancer_code,LAML,FLT3_LAML,oncogene,official,5.04,1.76,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0257,FOXA1,,ENSG00000129514,source_cancer_code,BLCA,FOXA1_BLCA,possible tsg,official,3.89,1.34,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
bailey2018-s1-0258,FOXA1,,ENSG00000129514,pan_cancer,PANCAN,FOXA1_PANCAN,possible oncogene,official,,1.34,PMID:29625053,DOI:10.1016/j.cell.2018.02.060,Table S1,Ensembl release 92,https://github.com/openvax/gene-lists,d0a2f0bcbc59e612fde6108df6cb28d469e0f90e,dbfb76d906e218dab2d94e90dd51f8db41dbccf6c82da11311baa418ea738fdf
